id_client,genre,espace_client_web,assurance_vie,banque_principale,anciennete_mois,compte_epargne,credit_autres,cartes_bancaires,compte_courant,compte_joint,PEA,assurance_auto,assurance_habitation,credit_immo,type,compte_titres,methode_contact,agios_6mois,age,segment_client,var_0,branche,churn
4469,H,0.0,non,non,50.0,oui,permanent,medium,oui,oui,oui,oui,non,non,perso,oui,sms,90.1,41.0,C4,6099.764229249193,SUD-EST,non
4328,F,0.0,oui,non,15.0,oui,consommation,basic,non,non,non,non,non,non,pro,oui,mail,51.1,28.0,B1,9283.229795930878,NORD-EST,non
1411,H,1.0,non,non,29.0,oui,permanent,medium,non,oui,oui,non,oui,oui,pro,oui,telephone,101.45,39.0,D1,4883.922619373323,SUD-EST,non
574,F,1.0,oui,non,28.0,oui,consommation,medium,non,oui,oui,oui,oui,oui,pro,oui,mail,110.85,79.0,A1,12001.583953552536,SUD-OUEST,non
3532,F,0.0,non,non,15.0,oui,permanent,basic,non,non,oui,non,non,oui,pro,oui,mail,59.45,37.0,C2,3031.223308954878,NORD-EST,oui
6455,H,0.0,oui,non,59.0,non,bail,basic,non,non,non,non,oui,oui,pro,oui,mail,44.3,57.0,B2,12868.479263905609,CENTRE,non
3744,H,0.0,non,non,26.0,oui,permanent,medium,non,oui,non,non,non,non,perso,non,telephone,75.5,32.0,A4,2384.853579631189,SUD-OUEST,non
1731,F,1.0,non,non,1.0,oui,permanent,medium,non,non,non,non,non,non,pro,oui,mail,69.6,33.0,D1,15697.427334988286,NORD-OUEST,oui
2716,F,0.0,oui,non,19.0,oui,permanent,basic,non,non,non,non,non,non,pro,non,courrier,44.9,53.0,A1,11016.844063811764,NORD-EST,non
1421,H,1.0,non,non,9.0,oui,consommation,medium,non,non,non,non,non,oui,pro,oui,sms,84.4,25.0,B4,2582.8998220435983,SUD-EST,oui
6160,F,0.0,non,non,36.0,oui,consommation,basic,oui,non,oui,oui,oui,oui,perso,oui,sms,89.65,37.0,B1,5683.699663857755,OUTRE-MER,non
4079,F,0.0,oui,non,10.0,oui,consommation,medium,oui,non,non,non,non,non,pro,oui,sms,78.15,47.0,B1,3294.9106010709943,CENTRE,non
4458,H,0.0,oui,oui,38.0,oui,consommation,medium,non,oui,oui,non,oui,non,pro,oui,mail,94.65,26.0,D1,5761.948332969336,CENTRE,oui
862,H,1.0,oui,non,20.0,oui,permanent,medium,non,oui,non,non,non,non,pro,oui,mail,73.65,32.0,A3,1984.1354397378643,SUD-OUEST,oui
2812,H,0.0,oui,non,29.0,oui,consommation,medium,non,oui,non,oui,oui,oui,perso,oui,mail,104.05,33.0,B3,5286.670217855545,OUTRE-MER,oui
1884,H,0.0,non,non,27.0,oui,permanent,basic,oui,oui,non,non,non,non,perso,non,telephone,55.45,45.0,D1,1773.7853604841475,SUD-OUEST,non
3672,F,0.0,oui,non,54.0,oui,consommation,basic,non,non,non,non,oui,oui,perso,oui,sms,70.15,23.0,B2,5645.237925439288,CENTRE,oui
110,H,0.0,oui,non,55.0,oui,consommation,medium,oui,oui,non,non,oui,non,pro,oui,mail,96.75,37.0,A1,3160.411616771797,OUTRE-MER,oui
6458,H,0.0,oui,oui,6.0,oui,permanent,basic,oui,non,non,non,non,non,pro,oui,mail,49.15,61.0,C3,4335.929427913576,OUTRE-MER,non
3688,F,0.0,non,non,41.0,oui,consommation,medium,non,non,oui,non,oui,oui,pro,non,telephone,98.05,65.0,D1,6075.368404346749,SUD-OUEST,non
4950,F,0.0,oui,non,4.0,oui,consommation,medium,non,oui,non,non,oui,non,pro,oui,mail,91.65,38.0,B3,5274.206870763916,SUD-OUEST,oui
4140,F,0.0,non,non,63.0,oui,consommation,medium,non,oui,non,non,oui,oui,perso,non,telephone,99.9,40.0,B3,2172.7815227039823,OUTRE-MER,oui
5247,F,0.0,non,non,27.0,oui,consommation,medium,non,non,non,non,oui,oui,pro,oui,courrier,94.55,20.0,A2,909.510015999438,SUD-EST,oui
309,H,0.0,non,oui,48.0,oui,consommation,basic,oui,non,oui,non,oui,oui,perso,oui,sms,78.75,39.0,C2,10314.16777705502,CENTRE,non
1245,H,1.0,oui,non,23.0,oui,permanent,medium,non,non,non,non,oui,oui,pro,oui,mail,90.45,44.0,B1,7639.370076233648,CENTRE,non
3342,H,0.0,non,non,40.0,non,bail,basic,oui,oui,oui,non,oui,oui,perso,non,sms,62.05,52.0,A4,17074.797088682317,SUD-EST,non
4517,F,1.0,oui,non,11.0,oui,consommation,medium,non,non,oui,non,oui,oui,pro,oui,mail,99.55,32.0,C1,5212.903676672924,SUD-EST,oui
6345,F,1.0,non,non,2.0,oui,consommation,basic,non,oui,non,non,non,non,pro,oui,sms,64.76161542923434,36.0,C4,705.969144803079,CENTRE,non
5220,F,0.0,non,non,29.0,oui,permanent,basic,oui,non,oui,oui,non,non,perso,non,sms,58.0,32.0,C2,8187.966338296529,SUD-EST,non
1760,H,0.0,oui,oui,50.0,oui,consommation,basic,non,non,oui,non,non,non,perso,non,telephone,54.9,38.0,C2,2657.2367553289914,OUTRE-MER,non
660,F,0.0,non,non,4.0,non,bail,basic,non,non,non,non,non,non,pro,oui,courrier,24.25,58.0,C4,8800.568069424724,SUD-OUEST,oui
1903,H,0.0,non,non,3.0,oui,permanent,medium,non,non,non,non,oui,oui,pro,oui,mail,92.0,64.0,C1,1508.7197058567383,OUTRE-MER,non
419,F,1.0,non,non,1.0,oui,permanent,medium,non,non,oui,non,non,non,pro,oui,telephone,75.3,37.0,A3,6025.01383628881,SUD-EST,oui
1345,F,0.0,oui,non,57.0,oui,consommation,medium,non,non,oui,non,oui,oui,perso,oui,sms,100.75,38.0,B2,9312.106825302237,CENTRE,non
6932,H,0.0,non,non,10.0,oui,permanent,basic,non,non,non,non,non,oui,pro,oui,telephone,56.75,54.0,B1,20937.209624602496,NORD-EST,non
6298,H,0.0,oui,oui,46.0,oui,consommation,medium,non,oui,non,non,non,non,pro,oui,telephone,80.0,53.0,C1,6186.768862123781,SUD-OUEST,non
6379,H,0.0,non,non,10.0,oui,consommation,medium,non,oui,non,non,non,non,pro,oui,telephone,80.7,40.0,C2,7312.434327714471,CENTRE,oui
4681,H,1.0,non,non,9.0,oui,consommation,medium,non,non,non,non,non,oui,pro,oui,mail,83.85,36.0,D1,5217.279856993783,SUD-OUEST,oui
5476,F,1.0,non,non,5.0,oui,permanent,medium,non,non,oui,non,oui,non,pro,oui,courrier,84.85,35.0,B2,12192.22063243534,OUTRE-MER,oui
3454,F,1.0,oui,oui,29.0,non,bail,basic,non,oui,oui,non,non,non,pro,oui,courrier,35.65,34.0,B2,3017.9364302712165,OUTRE-MER,non
4318,H,0.0,non,non,56.0,oui,permanent,basic,non,oui,non,oui,oui,oui,perso,oui,telephone,75.75,20.0,C2,7000.786913623573,SUD-EST,non
6877,F,0.0,non,non,1.0,oui,permanent,medium,non,non,non,non,non,non,pro,non,telephone,69.7,42.0,C2,1436.183248108509,SUD-EST,oui
3405,F,0.0,oui,oui,64.0,oui,consommation,medium,oui,non,non,oui,non,non,pro,oui,telephone,86.8,34.0,A4,28086.31954814016,CENTRE,non
1299,F,0.0,oui,non,11.0,oui,permanent,basic,non,non,non,non,non,non,pro,oui,mail,44.05,37.0,B2,10917.770575352475,NORD-OUEST,oui
6862,F,1.0,non,non,4.0,oui,consommation,medium,non,non,oui,non,non,oui,pro,oui,mail,88.85,28.0,D3,1745.334542616787,SUD-OUEST,oui
1856,F,1.0,non,non,38.0,oui,permanent,basic,oui,oui,non,non,non,non,pro,oui,sms,57.15,40.0,A4,219.2660460712209,OUTRE-MER,oui
6082,F,0.0,oui,non,59.0,oui,consommation,medium,non,oui,non,non,oui,oui,pro,non,mail,101.1,47.0,D3,4393.138264140299,CENTRE,oui
5190,H,1.0,oui,oui,29.0,oui,consommation,medium,non,non,oui,non,oui,oui,pro,oui,mail,103.95,29.0,A4,11505.300981568738,SUD-EST,non
3139,H,0.0,non,non,2.0,non,bail,basic,non,non,non,oui,non,non,pro,non,telephone,29.85,25.0,D1,3635.343258779063,CENTRE,oui
3284,H,0.0,non,non,40.0,oui,consommation,medium,non,non,non,non,oui,non,pro,oui,mail,84.9,39.0,D1,12642.03447043539,NORD-EST,non
2285,H,0.0,oui,non,53.0,oui,consommation,medium,oui,non,oui,non,non,oui,pro,non,mail,93.9,39.0,C2,5919.62060864112,OUTRE-MER,oui
3065,H,0.0,non,non,1.0,oui,permanent,basic,non,non,non,non,non,non,pro,oui,courrier,45.8,67.0,D1,13963.805425815912,OUTRE-MER,non
2957,F,0.0,non,non,4.0,oui,consommation,medium,non,oui,non,non,non,non,pro,oui,courrier,80.3,45.0,A4,2676.370655857567,OUTRE-MER,non
4640,H,0.0,oui,oui,1.0,oui,permanent,medium,non,non,non,non,non,non,pro,oui,mail,70.0,36.0,B1,509.2341424271276,CENTRE,oui
1756,F,1.0,non,non,44.0,oui,permanent,basic,non,non,oui,oui,oui,oui,perso,non,telephone,74.85,35.0,B2,5745.727191172067,SUD-OUEST,non
522,H,0.0,oui,oui,55.0,oui,consommation,medium,non,non,non,non,non,oui,pro,non,telephone,64.76161542923434,54.0,A1,10963.393442663422,CENTRE,non
619,F,0.0,non,non,7.0,oui,consommation,medium,non,oui,non,non,non,non,pro,oui,telephone,78.55,37.0,C3,14636.568289007642,SUD-EST,non
1647,H,0.0,oui,oui,11.0,oui,permanent,medium,non,non,non,non,oui,non,pro,oui,telephone,79.5,21.0,D1,4112.363227140574,SUD-OUEST,oui
4462,F,0.0,non,non,16.0,oui,consommation,medium,non,non,oui,non,non,oui,pro,oui,mail,88.45,22.0,B4,5061.660659682077,SUD-OUEST,oui
3093,H,0.0,non,oui,28.0,oui,permanent,basic,non,oui,non,oui,non,non,perso,oui,sms,54.4,54.0,A1,16473.973598824545,NORD-EST,non
2225,H,0.0,non,non,33.0,non,bail,basic,non,oui,non,non,oui,non,perso,oui,mail,39.1,53.0,A1,3259.0601354881355,SUD-OUEST,non
6119,F,0.0,non,non,14.0,oui,permanent,basic,non,oui,non,non,non,non,perso,non,sms,51.45,34.0,C2,12151.72755342785,OUTRE-MER,non
3542,H,0.0,oui,oui,29.0,non,bail,basic,oui,oui,oui,oui,non,oui,perso,oui,sms,55.35,49.0,C2,5761.948332969336,SUD-EST,non
3980,H,0.0,non,non,28.0,oui,consommation,medium,non,oui,oui,non,oui,oui,pro,oui,mail,105.7,21.0,A1,13031.07891531051,OUTRE-MER,oui
4966,H,0.0,oui,oui,19.0,oui,consommation,basic,non,non,non,non,non,non,pro,non,sms,50.1,31.0,B2,16227.462849638849,OUTRE-MER,non
3886,F,1.0,oui,non,72.0,oui,consommation,medium,oui,oui,non,non,oui,oui,perso,oui,telephone,106.85,43.0,C4,6504.034247902089,SUD-OUEST,non
1183,F,0.0,oui,non,53.0,oui,permanent,medium,non,non,non,oui,oui,oui,perso,oui,mail,93.45,42.0,C1,10459.789069470757,CENTRE,non
6240,H,0.0,non,oui,1.0,oui,consommation,medium,non,non,non,non,oui,oui,pro,oui,mail,93.3,23.0,B1,1643.5857280884502,SUD-EST,oui
6144,H,1.0,oui,non,23.0,oui,permanent,medium,oui,oui,non,non,non,oui,pro,oui,mail,90.0,36.0,C2,5106.698428848247,SUD-OUEST,non
6215,F,1.0,non,non,6.0,oui,consommation,medium,non,oui,non,non,oui,oui,pro,oui,mail,98.25,27.0,B4,2329.2395393499723,SUD-EST,oui
4682,F,1.0,non,non,27.0,oui,consommation,medium,non,non,oui,non,non,oui,pro,non,sms,88.3,22.0,C4,4643.543216951641,SUD-OUEST,oui
6524,H,0.0,non,oui,10.0,oui,consommation,medium,non,non,non,non,oui,oui,pro,non,mail,95.2,31.0,A4,1491.9273273796966,SUD-EST,oui
3462,H,0.0,non,non,7.0,oui,consommation,medium,non,non,non,non,non,oui,pro,oui,courrier,85.2,34.0,D3,3442.1610205269126,NORD-EST,oui
5605,H,0.0,oui,oui,10.0,oui,permanent,basic,non,non,oui,non,oui,non,pro,non,courrier,60.2,51.0,C1,1751.9776877124157,OUTRE-MER,non
6574,F,1.0,non,non,9.0,oui,consommation,medium,non,non,oui,non,oui,non,pro,oui,mail,90.1,36.0,B2,796.7347569121971,OUTRE-MER,non
3292,F,0.0,non,non,5.0,non,bail,basic,non,oui,non,non,oui,oui,pro,oui,sms,50.95,36.0,B1,7970.1360881664,CENTRE,non
4578,F,0.0,non,non,10.0,oui,permanent,basic,non,non,non,oui,non,oui,pro,oui,courrier,60.95,67.0,A1,6294.191767801149,NORD-EST,non
6506,F,0.0,non,non,13.0,oui,consommation,medium,non,non,non,non,non,oui,pro,oui,mail,84.6,38.0,D3,2425.3503704121267,OUTRE-MER,oui
5114,F,1.0,non,non,50.0,oui,consommation,medium,oui,oui,non,non,non,non,pro,oui,mail,83.4,54.0,C4,780.8756857134867,SUD-EST,non
3689,F,1.0,non,non,1.0,oui,permanent,medium,non,non,non,non,non,non,pro,oui,mail,71.15,33.0,C2,8994.42606074096,NORD-EST,oui
5714,F,0.0,oui,oui,4.0,oui,consommation,medium,non,oui,non,non,oui,oui,pro,oui,mail,97.95,77.0,B2,3468.5126979494853,SUD-OUEST,oui
3431,H,0.0,oui,non,24.0,oui,consommation,medium,non,non,oui,non,oui,oui,pro,oui,mail,101.05,32.0,B1,1838.289451411013,CENTRE,oui
2555,F,0.0,non,non,8.0,oui,permanent,basic,oui,non,non,non,oui,non,pro,oui,mail,60.0,63.0,C4,1555.6543940553013,SUD-OUEST,non
2998,H,0.0,non,non,2.0,oui,permanent,medium,non,oui,non,non,non,non,pro,oui,mail,74.75,95.0,C4,5149.271404274662,NORD-EST,non
2377,H,0.0,non,oui,47.0,oui,permanent,basic,oui,oui,non,non,non,non,pro,oui,mail,55.3,61.0,C1,8027.778166423097,NORD-EST,non
4123,H,1.0,oui,non,34.0,oui,permanent,medium,non,non,non,non,non,non,pro,non,sms,71.55,40.0,C4,2855.6040622061946,CENTRE,non
4937,F,0.0,non,non,36.0,oui,permanent,basic,oui,oui,oui,oui,oui,non,perso,oui,courrier,76.35,36.0,C1,15334.928153863511,OUTRE-MER,non
6592,H,0.0,non,non,26.0,oui,permanent,basic,non,non,non,oui,oui,non,perso,non,sms,59.45,39.0,D1,12256.905848364491,NORD-EST,non
5160,F,0.0,non,non,1.0,oui,permanent,medium,non,oui,non,non,non,non,pro,non,mail,74.35,68.0,B2,8012.6380965614835,OUTRE-MER,non
6984,H,0.0,non,oui,31.0,non,bail,basic,non,non,non,non,non,non,pro,non,sms,25.0,40.0,D1,10942.90897549893,SUD-EST,non
3524,F,1.0,non,non,11.0,oui,consommation,medium,non,non,non,non,non,oui,pro,oui,sms,84.8,43.0,B1,449.0596505165872,CENTRE,oui
3026,F,0.0,oui,non,16.0,oui,consommation,medium,non,non,non,non,oui,non,pro,oui,mail,84.95,33.0,A3,2739.973492262838,OUTRE-MER,oui
3541,F,0.0,oui,non,49.0,non,bail,basic,oui,non,non,non,oui,non,pro,non,telephone,40.65,68.0,C3,826.9890566065733,NORD-EST,non
351,H,0.0,non,oui,17.0,oui,permanent,basic,non,non,non,non,non,non,perso,non,courrier,44.6,64.0,D1,13361.275560808012,SUD-EST,non
5902,F,0.0,oui,non,9.0,oui,permanent,basic,non,oui,non,non,non,non,pro,non,courrier,50.85,61.0,B2,1509.599388982058,SUD-EST,non
4232,F,0.0,non,non,1.0,oui,permanent,medium,non,non,non,non,non,non,pro,oui,courrier,69.95,38.0,C2,3620.743931006336,SUD-EST,oui
6194,F,0.0,oui,oui,68.0,oui,consommation,medium,non,oui,non,oui,non,non,perso,oui,telephone,83.65,42.0,C2,1266.4177861860037,CENTRE,non
3337,F,0.0,non,non,7.0,oui,consommation,medium,non,non,non,non,non,non,pro,oui,mail,75.35,80.0,C4,8880.862707592427,SUD-EST,non
4141,F,1.0,non,non,35.0,non,bail,basic,non,non,oui,non,oui,non,pro,oui,mail,39.85,57.0,A4,3855.326194365088,CENTRE,non
5583,F,1.0,oui,non,26.0,oui,permanent,medium,non,oui,non,non,non,oui,pro,non,mail,84.95,27.0,B1,2993.102416760144,NORD-EST,oui
1842,H,0.0,non,non,45.0,oui,permanent,basic,oui,non,oui,non,oui,oui,pro,oui,mail,75.95,42.0,C1,8578.012450307266,CENTRE,non
4307,F,1.0,non,non,37.0,oui,consommation,medium,non,non,non,non,oui,oui,pro,oui,mail,96.55,23.0,A3,5330.227315960018,OUTRE-MER,oui
3380,H,1.0,oui,non,1.0,oui,consommation,medium,non,non,non,non,oui,oui,pro,oui,mail,95.1,28.0,B2,10754.936331761795,SUD-OUEST,oui
6016,H,0.0,non,non,68.0,oui,consommation,medium,non,oui,oui,oui,oui,oui,perso,non,mail,108.45,40.0,B4,3560.520063508684,NORD-EST,oui
4526,H,0.0,non,non,13.0,oui,permanent,medium,oui,non,non,non,non,non,pro,oui,sms,73.75,59.0,A1,6022.975509904536,SUD-OUEST,non
2007,H,0.0,non,non,2.0,oui,permanent,medium,non,non,non,non,non,oui,pro,oui,mail,80.2,48.0,D1,3489.4909328823064,NORD-OUEST,oui
6606,F,0.0,oui,non,38.0,oui,consommation,medium,non,non,oui,oui,oui,oui,pro,oui,mail,105.0,47.0,D2,5879.11179550956,SUD-EST,oui
3587,H,1.0,non,non,9.0,oui,consommation,medium,non,oui,non,non,oui,oui,pro,oui,sms,99.45,26.0,C4,7069.223776865108,SUD-OUEST,oui
6827,H,0.0,oui,oui,60.0,oui,permanent,basic,oui,oui,non,oui,oui,oui,pro,oui,sms,79.05,49.0,C2,11143.214182291878,SUD-OUEST,non
4884,F,0.0,oui,oui,41.0,oui,permanent,medium,non,non,oui,non,oui,oui,pro,oui,telephone,94.9,56.0,A1,10694.220434096318,OUTRE-MER,non
853,F,0.0,non,non,5.0,oui,permanent,basic,oui,non,non,oui,oui,non,pro,oui,mail,64.35,22.0,D1,1503.2957249513292,CENTRE,non
1808,F,0.0,non,non,23.0,oui,consommation,medium,non,oui,non,non,non,non,pro,oui,mail,79.15,34.0,B2,3395.0916084077307,NORD-EST,oui
2924,H,0.0,non,non,11.0,oui,permanent,medium,non,oui,non,non,non,non,pro,oui,mail,74.55,21.0,C2,6208.103399135285,CENTRE,oui
6999,H,0.0,non,non,3.0,non,bail,basic,oui,oui,non,non,non,non,pro,oui,courrier,35.45,29.0,D3,2612.7176902056863,SUD-EST,oui
6370,F,0.0,non,non,45.0,oui,consommation,medium,non,oui,non,non,oui,non,pro,oui,sms,89.3,76.0,B2,1320.283992428941,SUD-EST,oui
4949,H,0.0,non,non,5.0,non,bail,basic,non,oui,non,non,oui,oui,pro,oui,courrier,51.0,35.0,B3,2455.4476587066606,SUD-OUEST,oui
5616,F,0.0,oui,oui,38.0,oui,permanent,basic,oui,oui,non,non,non,non,pro,non,mail,54.5,72.0,C3,1418.57690587207,SUD-EST,non
1812,H,0.0,oui,non,17.0,oui,permanent,medium,non,non,oui,non,oui,oui,perso,oui,telephone,96.65,71.0,B2,5782.325449225376,OUTRE-MER,non
734,F,0.0,oui,non,27.0,oui,consommation,medium,non,non,oui,non,non,oui,pro,non,telephone,90.15,51.0,A1,17389.41817075683,CENTRE,non
1479,F,0.0,non,non,44.0,non,bail,basic,non,non,oui,non,oui,oui,perso,oui,mail,49.05,56.0,D1,15503.999827329631,NORD-EST,non
3318,H,0.0,non,non,29.0,non,bail,basic,non,non,oui,non,non,non,pro,non,courrier,29.5,32.0,A1,885.6166903048452,NORD-EST,oui
554,H,0.0,non,non,32.0,oui,consommation,medium,non,oui,non,non,non,non,pro,oui,telephone,80.35,30.0,A2,6911.99538186103,NORD-EST,oui
4382,F,1.0,non,non,4.0,oui,consommation,basic,non,non,non,non,non,non,pro,non,courrier,48.75,45.0,B1,1233.9792329542088,SUD-OUEST,non
627,F,1.0,oui,non,66.0,oui,consommation,medium,non,oui,oui,non,oui,oui,perso,non,sms,104.6,40.0,D1,11879.094220371842,CENTRE,non
2388,F,0.0,non,non,1.0,oui,permanent,basic,non,non,non,non,non,oui,pro,oui,mail,55.45,87.0,B2,6179.612558834706,SUD-OUEST,non
1635,F,0.0,non,non,3.0,oui,permanent,basic,non,non,oui,non,oui,oui,perso,oui,mail,69.95,23.0,C1,8278.879927762442,SUD-EST,non
6641,F,0.0,non,non,16.0,oui,permanent,basic,oui,non,non,non,non,non,pro,oui,mail,50.15,31.0,D2,1053.6483403177654,CENTRE,oui
5265,F,0.0,non,non,66.0,oui,consommation,medium,non,oui,non,non,oui,non,perso,oui,telephone,88.9,31.0,C3,11448.97695851631,SUD-EST,non
3352,F,0.0,non,non,1.0,oui,consommation,medium,non,non,non,non,non,oui,pro,oui,courrier,85.45,21.0,B4,2740.481739894032,SUD-OUEST,oui
6712,H,0.0,oui,oui,28.0,oui,permanent,medium,non,non,oui,non,oui,non,pro,non,mail,85.45,23.0,A4,3062.8056080193574,OUTRE-MER,non
3778,H,0.0,non,non,3.0,oui,consommation,basic,non,non,non,non,non,non,pro,non,telephone,50.4,36.0,C1,2582.9560908213216,SUD-EST,non
1354,F,0.0,non,non,18.0,oui,consommation,medium,non,non,non,oui,oui,non,pro,oui,mail,88.35,22.0,A4,9241.20185691815,CENTRE,oui
4052,F,1.0,non,non,30.0,non,bail,basic,non,non,oui,non,oui,non,pro,oui,mail,40.3,22.0,A4,3623.396460282527,CENTRE,oui
3296,F,0.0,non,non,29.0,oui,permanent,basic,non,non,oui,non,non,non,pro,oui,sms,49.3,37.0,C4,9985.685008518289,SUD-OUEST,non
220,F,0.0,non,non,4.0,oui,permanent,medium,non,non,non,non,non,non,pro,oui,mail,70.15,41.0,A2,1987.2453730858188,SUD-EST,oui
4269,H,0.0,oui,non,17.0,oui,consommation,medium,oui,oui,oui,non,non,non,pro,non,sms,90.2,26.0,D3,1394.44585333329,SUD-OUEST,oui
5569,F,1.0,oui,non,3.0,oui,permanent,medium,non,non,non,oui,oui,non,pro,oui,courrier,83.9,28.0,B2,5.653539391516915,OUTRE-MER,oui
1632,H,0.0,non,non,48.0,oui,consommation,medium,non,oui,oui,non,oui,oui,perso,oui,sms,106.1,25.0,D2,5037.277366494805,SUD-EST,oui
4402,H,0.0,non,non,39.0,non,bail,basic,oui,oui,non,oui,oui,non,pro,oui,sms,48.95,39.0,C2,1440.0317772115814,NORD-OUEST,oui
6708,F,1.0,non,non,14.0,oui,consommation,medium,non,non,non,non,non,non,pro,oui,mail,74.3,20.0,D2,140.42092336683208,SUD-EST,oui
505,F,1.0,non,non,20.0,oui,consommation,medium,non,oui,oui,non,non,oui,pro,oui,mail,94.1,47.0,A1,3785.7911886937663,NORD-OUEST,oui
3955,H,0.0,oui,non,29.0,non,bail,basic,non,non,non,non,oui,oui,pro,oui,mail,45.9,39.0,B2,4785.650994267264,SUD-OUEST,non
2850,H,1.0,oui,non,60.0,oui,consommation,medium,non,non,non,oui,oui,oui,pro,oui,mail,99.0,39.0,B2,12725.26059566322,SUD-EST,non
5214,F,0.0,oui,oui,2.0,oui,permanent,medium,non,oui,non,non,non,non,pro,oui,telephone,73.55,68.0,B3,7091.749008445579,SUD-EST,oui
6348,F,0.0,non,non,26.0,oui,permanent,medium,non,non,non,non,non,non,pro,oui,sms,69.05,35.0,B1,14275.286526365931,SUD-EST,non
2991,F,1.0,oui,non,37.0,oui,permanent,medium,non,non,oui,oui,oui,non,pro,non,mail,90.0,21.0,C3,5761.948332969336,SUD-EST,non
804,H,0.0,non,non,6.0,oui,permanent,medium,non,oui,non,non,oui,non,pro,oui,mail,85.35,73.0,C2,5761.948332969336,CENTRE,oui
2416,H,0.0,non,non,27.0,oui,consommation,medium,non,non,oui,non,oui,oui,perso,oui,telephone,100.5,73.0,C2,8104.985768119794,SUD-OUEST,non
5187,F,1.0,non,non,41.0,oui,consommation,medium,non,oui,oui,non,oui,oui,pro,oui,mail,104.4,53.0,D1,4385.197389870831,OUTRE-MER,non
133,H,0.0,non,non,1.0,non,bail,basic,non,non,non,non,non,oui,pro,oui,mail,35.45,37.0,B4,13082.89837399846,SUD-EST,oui
289,H,0.0,non,non,10.0,oui,permanent,basic,non,non,non,non,non,non,pro,oui,sms,44.85,51.0,D1,4746.630004616514,SUD-EST,oui
6447,H,0.0,non,non,60.0,oui,permanent,basic,oui,non,oui,oui,oui,oui,perso,non,courrier,79.0,35.0,C1,5930.882249642469,SUD-EST,non
6898,H,0.0,oui,oui,22.0,oui,permanent,medium,non,oui,oui,non,oui,oui,perso,oui,courrier,100.05,32.0,A4,8202.114525659308,NORD-EST,non
251,F,0.0,oui,oui,2.0,oui,permanent,medium,non,non,non,non,non,non,pro,non,mail,64.76161542923434,50.0,D1,6971.778208969487,NORD-OUEST,oui
3140,H,0.0,non,non,14.0,oui,permanent,medium,non,non,oui,non,non,non,pro,non,mail,76.45,98.0,C1,5761.948332969336,NORD-EST,non
5609,H,0.0,oui,non,29.0,oui,consommation,medium,non,oui,non,non,non,non,pro,oui,telephone,80.15,31.0,A2,8787.95857699036,NORD-EST,oui
901,F,0.0,non,non,9.0,oui,consommation,medium,non,non,oui,non,oui,oui,pro,non,sms,64.76161542923434,32.0,A3,6543.004915597552,SUD-EST,oui
6263,F,0.0,non,non,25.0,non,bail,basic,non,non,oui,oui,oui,oui,perso,non,mail,54.2,52.0,A1,8674.539940409448,SUD-OUEST,non
3404,F,0.0,non,oui,35.0,oui,permanent,basic,oui,oui,non,non,non,non,perso,non,sms,55.6,30.0,D1,22420.04434203261,CENTRE,non
3316,F,0.0,oui,non,26.0,non,bail,basic,oui,oui,oui,non,oui,non,perso,non,telephone,47.85,46.0,C3,2678.6201393687206,NORD-EST,non
3067,H,0.0,non,non,6.0,oui,permanent,medium,non,oui,non,non,non,oui,pro,oui,mail,84.4,70.0,C4,1788.547428927455,CENTRE,oui
318,H,1.0,oui,non,24.0,oui,permanent,medium,non,non,oui,non,oui,oui,pro,oui,mail,64.76161542923434,21.0,B2,3381.00914039008,SUD-EST,oui
3550,H,0.0,non,non,32.0,oui,permanent,medium,non,non,non,oui,oui,oui,pro,oui,mail,96.2,22.0,C4,3968.315418126467,NORD-OUEST,oui
1453,H,0.0,non,non,31.0,oui,permanent,medium,non,oui,non,non,oui,oui,pro,oui,mail,94.5,42.0,B1,2267.1214756703057,OUTRE-MER,non
6722,F,1.0,oui,non,67.0,oui,consommation,medium,oui,non,oui,non,oui,oui,perso,oui,sms,107.05,37.0,C4,5032.859870200481,SUD-EST,non
5610,F,0.0,non,non,3.0,oui,consommation,medium,non,non,non,non,non,non,pro,oui,mail,75.5,52.0,B1,4758.827001923321,NORD-EST,oui
3819,H,0.0,non,non,46.0,non,bail,basic,oui,non,non,non,non,non,perso,oui,telephone,30.75,62.0,B1,5368.63019043108,CENTRE,non
3584,H,0.0,oui,non,8.0,oui,permanent,medium,oui,non,non,non,non,non,pro,oui,courrier,75.0,32.0,C2,12185.718426461655,CENTRE,non
3194,F,1.0,oui,non,43.0,non,bail,basic,non,oui,oui,non,oui,oui,pro,non,sms,55.55,35.0,A1,3885.1705430662114,NORD-EST,oui
422,H,0.0,non,oui,29.0,oui,consommation,medium,non,oui,oui,oui,non,oui,perso,non,sms,100.55,36.0,B2,255.48106432368783,CENTRE,non
115,H,0.0,oui,oui,3.0,oui,permanent,medium,oui,oui,non,non,oui,non,pro,non,mail,89.85,40.0,B2,4608.608708442313,OUTRE-MER,non
5557,F,0.0,non,non,5.0,oui,permanent,medium,non,non,non,non,oui,non,pro,non,mail,80.2,46.0,B2,3711.410913341309,NORD-EST,non
3960,F,0.0,non,non,3.0,oui,permanent,basic,non,non,oui,non,oui,non,pro,non,mail,57.55,54.0,B2,14233.007538987324,NORD-EST,non
201,F,0.0,non,non,29.0,oui,permanent,medium,non,oui,non,oui,non,non,pro,oui,sms,80.05,57.0,C3,13723.788252444134,SUD-OUEST,non
