churn,id_client,genre,espace_client_web,assurance_vie,banque_principale,anciennete_mois,compte_epargne,compte_courant,compte_joint,PEA,assurance_auto,assurance_habitation,credit_immo,type,compte_titres,agios_6mois,age,var_0,credit_autres_consommation,credit_autres_permanent,cartes_bancaires_medium,methode_contact_mail,methode_contact_sms,methode_contact_telephone,segment_client_A2,segment_client_A3,segment_client_A4,segment_client_B1,segment_client_B2,segment_client_B3,segment_client_B4,segment_client_C1,segment_client_C2,segment_client_C3,segment_client_C4,segment_client_D1,segment_client_D2,segment_client_D3,branche_NORD-EST,branche_NORD-OUEST,branche_OUTRE-MER,branche_SUD-EST,branche_SUD-OUEST
1,809,1,0.0,0,0,1.0,1,0,0,0,0,0,0,1,1,69.55,21.0,69.18142719830394,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5860,0,0.0,0,0,2.0,1,0,0,0,0,0,0,1,0,70.0,53.0,4594.83874106067,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,5983,0,0.0,0,0,29.0,0,0,1,0,0,1,1,1,1,50.35,33.0,3077.1458058574244,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,4381,0,1.0,0,0,49.0,1,0,0,1,0,0,1,1,1,90.85,23.0,3766.893957101132,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,888,1,0.0,1,1,37.0,1,0,0,0,0,1,1,0,0,91.2,60.0,5707.391785249579,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,3072,0,0.0,1,1,61.0,1,1,1,1,1,0,1,0,1,79.4,56.0,2338.351797153128,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,4895,0,1.0,1,0,44.0,1,1,1,0,1,0,0,1,1,85.15,57.0,7578.647304599749,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,3183,1,1.0,1,0,3.0,0,0,0,0,0,1,0,1,1,36.45,31.0,3477.496598803242,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2389,1,0.0,1,1,71.0,1,1,0,1,1,1,1,0,0,85.45,43.0,27246.861186685088,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3646,1,0.0,0,0,39.0,1,0,0,1,1,0,0,0,0,81.9,59.0,1579.2972950069002,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2804,1,0.0,1,0,9.0,0,0,0,0,0,0,0,0,0,24.1,33.0,4266.442168477113,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1211,0,0.0,1,1,11.0,1,0,0,0,1,0,1,1,1,66.35,21.0,4034.221826087828,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,4922,0,0.0,1,1,61.0,1,1,1,0,0,0,0,1,0,59.8,84.0,17716.4014019075,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,4921,0,0.0,1,1,39.0,1,0,0,0,1,1,1,1,1,99.95,40.0,11145.149672854526,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,5545,1,1.0,1,0,21.0,1,0,0,1,0,1,0,1,0,86.55,28.0,14891.75157811361,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,4095,1,0.0,0,0,3.0,1,1,0,0,1,0,0,1,1,82.3,35.0,9458.966228875464,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,4684,1,0.0,0,0,69.0,1,0,1,1,1,1,1,0,1,104.05,23.0,10699.032380768398,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,4892,1,1.0,0,0,20.0,1,0,0,0,0,1,0,1,1,84.35,57.0,5670.989272334329,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,3925,0,0.0,1,0,37.0,1,0,1,0,1,0,1,0,0,72.1,26.0,6849.105067624234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,5166,1,0.0,0,0,61.0,1,1,0,1,0,1,1,0,0,104.0,59.0,11869.60515489382,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,6681,1,1.0,0,0,3.0,1,0,0,1,0,1,0,1,0,91.05,22.0,5711.516235494053,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,4931,1,0.0,1,0,15.0,1,0,0,1,1,1,1,1,1,103.45,44.0,2642.063399961212,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1420,0,0.0,1,0,60.0,1,0,1,0,0,1,1,1,1,99.8,76.0,8768.756874681758,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,5698,1,0.0,1,1,21.0,1,0,1,1,0,1,1,1,0,104.4,69.0,5706.6241204226935,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,3521,0,0.0,1,1,57.0,1,1,1,0,0,0,0,0,0,53.45,51.0,18713.87341441052,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,6748,0,1.0,0,0,1.0,1,0,0,1,0,0,1,1,1,85.0,58.0,6577.521303588989,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,4889,1,0.0,1,1,47.0,1,1,1,1,1,1,1,0,1,113.45,24.0,396.2016817206013,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,6667,0,0.0,0,0,9.0,1,0,0,0,0,0,1,1,1,79.55,33.0,541.1102599984299,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,3030,1,0.0,0,0,1.0,1,0,0,0,0,1,0,1,1,79.55,27.0,2503.703025922978,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,4013,0,0.0,0,0,2.0,1,0,0,0,1,0,0,1,1,54.35,60.0,557.0873759949627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,820,0,0.0,1,0,61.0,1,0,0,1,1,1,1,1,1,106.35,89.0,1313.970849224509,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,4188,0,1.0,0,0,28.0,1,0,0,1,1,1,1,1,1,103.3,23.0,10184.415165030185,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2731,0,0.0,0,0,63.0,1,1,1,1,0,1,1,1,0,108.25,51.0,9847.105707101658,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4621,0,0.0,0,0,6.0,1,1,0,0,0,0,0,1,1,49.45,25.0,4680.46881576787,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2330,1,0.0,1,1,28.0,1,0,1,0,0,0,1,1,0,64.4,34.0,20494.68866605066,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2487,1,0.0,0,0,24.0,1,1,1,0,1,0,0,1,0,60.45,60.0,2831.076477355479,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4027,0,0.0,1,0,20.0,0,0,0,0,0,0,0,1,1,24.45,29.0,1191.0887135343291,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3210,0,0.0,1,1,64.0,1,1,0,0,1,1,0,0,0,65.8,24.0,4635.62189310413,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,2139,0,0.0,0,0,7.0,1,0,0,0,0,1,1,1,1,66.85,58.0,15565.496668209007,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,4308,1,0.0,0,0,25.0,1,0,0,0,0,0,0,1,0,69.75,88.0,3650.045340078893,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2648,1,0.0,0,0,35.0,1,1,0,1,0,0,0,1,1,59.6,56.0,5337.055033756469,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,1818,1,0.0,1,1,60.0,1,0,0,0,0,0,0,1,0,74.35,65.0,3828.5984369029065,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,424,0,0.0,0,0,10.0,0,1,1,1,0,0,0,1,0,40.7,40.0,13252.261074443502,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3874,0,0.0,0,0,9.0,1,0,0,0,0,0,0,1,1,43.75,27.0,3206.368865051269,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,3899,0,1.0,1,0,52.0,1,1,1,1,0,1,1,1,1,109.1,33.0,3497.196727439583,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1312,1,0.0,0,0,48.0,1,1,0,0,1,0,1,0,1,70.95,75.0,16232.641815750352,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,5843,1,1.0,1,0,29.0,1,0,0,1,0,0,0,0,1,81.6,26.0,5761.948332969336,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,3086,1,0.0,0,0,17.0,1,0,0,1,1,0,1,1,1,95.65,55.0,5859.724317142734,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3561,1,0.0,0,0,26.0,1,0,0,0,1,0,0,1,1,80.5,33.0,315.57983408552855,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,3133,1,0.0,1,0,70.0,0,0,1,1,1,0,1,0,1,51.05,62.0,9513.939991909392,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4707,1,0.0,0,1,49.0,1,1,1,1,0,1,1,0,1,109.2,52.0,2739.2486275766123,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5,0,0.0,0,0,8.0,1,0,0,1,0,1,1,1,1,99.65,56.0,1518.2179459360543,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,3782,0,0.0,0,1,12.0,1,0,0,0,0,1,0,1,1,84.05,58.0,4975.3568586149895,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1434,1,0.0,0,0,12.0,1,0,0,0,1,1,1,1,1,99.95,36.0,3645.5855787000246,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,5932,1,0.0,1,0,5.0,1,0,0,1,0,1,1,1,1,94.45,29.0,6438.482383619734,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4624,1,0.0,0,0,8.0,1,0,0,1,0,1,1,1,1,94.7,36.0,2219.2922788855703,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,5036,0,1.0,1,0,16.0,1,0,0,0,0,0,1,1,1,85.35,28.0,1361.2480110947677,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5689,1,0.0,0,0,5.0,1,0,1,0,0,0,0,1,1,74.65,49.0,5761.948332969336,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1791,0,0.0,1,0,44.0,1,1,1,1,0,0,0,0,1,61.5,30.0,5178.536092669031,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1242,0,0.0,1,0,21.0,0,1,0,0,0,0,0,1,0,28.5,45.0,6281.922235304458,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,5562,0,1.0,1,0,56.0,1,0,0,0,1,0,0,1,1,76.85,39.0,1529.822355844719,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3743,1,0.0,0,1,4.0,1,1,0,0,0,0,0,1,0,49.35,40.0,6447.401683459917,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1498,1,1.0,0,0,15.0,1,0,0,0,0,0,0,1,0,75.65,25.0,6468.875816318761,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2161,0,0.0,0,0,2.0,1,0,0,1,0,0,0,1,1,75.8,27.0,3832.817683511697,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,6684,0,0.0,0,1,11.0,0,1,0,0,1,0,0,0,1,36.05,40.0,5590.801513084027,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3282,1,0.0,1,0,60.0,1,0,1,1,0,1,1,0,0,102.5,38.0,5447.779386804935,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,5499,1,1.0,0,0,15.0,1,0,0,0,0,0,1,1,1,79.4,27.0,6762.408281870336,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3938,0,0.0,0,0,2.0,1,1,0,0,0,0,0,1,0,50.95,47.0,11899.145072252952,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3476,1,1.0,1,0,65.0,1,1,0,0,0,1,1,0,1,100.75,43.0,2030.767620779171,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,3720,0,0.0,0,0,42.0,1,1,0,1,0,0,0,1,0,54.55,26.0,3001.2892074907622,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,89,1,0.0,1,0,29.0,0,0,0,0,0,1,0,1,0,33.75,43.0,6925.499793289788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6354,0,0.0,1,0,61.0,1,1,1,0,1,0,1,0,0,93.7,29.0,8308.687337614105,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1557,1,0.0,0,0,12.0,1,1,1,0,1,0,0,1,1,67.25,78.0,17239.829919864722,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,6190,1,0.0,0,0,1.0,1,0,0,0,0,0,1,1,0,80.5,24.0,1105.505645039795,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1708,1,0.0,0,0,4.0,1,0,0,1,1,1,1,1,1,74.4,55.0,4782.455394014601,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,5133,1,1.0,1,0,24.0,1,0,1,1,0,1,1,1,1,104.25,40.0,6629.239482834612,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,5136,1,1.0,0,0,2.0,1,0,0,0,0,0,0,1,1,72.6,41.0,2670.164631351941,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3917,1,1.0,0,0,1.0,1,0,0,0,0,0,0,1,0,69.1,31.0,4725.707576709962,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,3785,1,1.0,1,0,10.0,1,0,0,1,0,0,1,1,1,89.8,36.0,8741.289705248935,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,6965,0,1.0,1,0,61.0,1,1,1,1,1,0,0,1,1,94.2,86.0,1909.637367359724,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,6361,0,0.0,0,0,7.0,1,0,0,1,1,0,1,1,0,62.8,57.0,8502.483845454964,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1868,1,0.0,0,0,1.0,1,0,0,0,0,0,0,1,1,44.05,71.0,803.5304560226641,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,297,1,1.0,1,0,35.0,1,0,0,1,0,1,1,1,1,100.8,70.0,22937.13867497299,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2604,0,0.0,0,0,29.0,1,0,0,1,0,1,1,1,0,100.55,40.0,4356.108796821419,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,3000,1,0.0,0,0,12.0,1,0,0,0,0,1,0,1,1,84.45,39.0,3411.429651685304,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,6848,0,0.0,1,0,2.0,1,0,0,1,0,1,1,1,0,69.0,66.0,2570.2944009022926,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2596,0,0.0,1,1,21.0,1,0,1,0,0,1,0,0,1,58.85,50.0,2376.467437081974,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1538,1,0.0,0,0,8.0,1,0,1,0,0,1,1,1,0,100.85,39.0,340.0257846279046,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3811,1,0.0,0,0,2.0,1,1,0,0,1,0,0,1,1,54.45,20.0,2395.0136125496847,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1273,1,1.0,1,0,49.0,1,1,1,1,0,0,0,1,1,88.2,54.0,6584.091744550142,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3004,1,0.0,1,1,1.0,1,0,0,0,0,1,1,1,0,89.15,25.0,2120.607118393192,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,788,0,0.0,1,1,24.0,1,1,1,0,0,1,1,0,0,78.4,36.0,13061.117009480762,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,944,0,0.0,1,1,54.0,1,1,1,0,0,1,1,1,1,104.1,70.0,6503.917620452443,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,391,1,1.0,1,0,27.0,1,0,1,1,1,1,1,1,1,84.8,42.0,11022.951122729824,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,4204,1,1.0,0,0,5.0,1,0,1,0,0,0,1,1,1,85.55,21.0,22908.020480041003,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,3095,1,0.0,0,0,11.0,1,0,0,1,0,0,1,1,0,84.8,56.0,8363.889481613543,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,2142,0,0.0,0,1,21.0,1,1,0,1,0,0,1,0,0,64.85,38.0,1311.3043068565676,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,4034,1,0.0,1,1,8.0,1,0,0,0,0,0,0,1,0,44.65,26.0,4833.717375787366,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,6780,1,0.0,1,1,13.0,1,0,0,0,0,0,0,1,0,44.8,62.0,1057.4758379520615,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,6507,0,0.0,1,1,58.0,1,1,1,0,0,0,1,1,1,93.4,25.0,10756.99406273905,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,1965,1,0.0,0,0,24.0,1,1,0,0,0,0,0,1,1,49.55,35.0,6755.95405696628,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,5747,1,0.0,1,0,32.0,1,1,0,0,1,1,0,0,1,72.8,62.0,6239.675104386372,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6863,0,0.0,1,0,48.0,1,1,0,0,1,0,0,0,1,60.6,40.0,13387.260552646214,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,6883,0,0.0,0,1,34.0,1,1,1,1,0,1,1,1,1,105.35,59.0,19147.96146946264,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,5021,0,0.0,1,1,23.0,1,1,0,0,0,0,0,0,0,81.85,32.0,6432.41833507516,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,6858,0,0.0,1,1,25.0,1,0,0,1,0,0,1,1,1,89.1,29.0,1876.7605059421796,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,5658,1,0.0,1,0,24.0,1,0,0,0,0,1,1,1,1,93.0,34.0,7948.467570020781,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,4960,1,1.0,0,0,50.0,1,0,0,0,0,1,1,1,1,95.7,33.0,9970.94940165634,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2403,0,0.0,1,0,71.0,1,1,1,1,1,1,1,0,1,84.8,39.0,1738.1972866312408,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,525,1,0.0,0,0,52.0,1,1,0,1,0,1,0,0,0,91.25,38.0,10128.554088945692,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,6105,0,0.0,0,0,52.0,1,1,1,0,1,1,1,0,1,111.25,41.0,690.4789196239442,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,2065,0,0.0,0,0,34.0,1,0,0,0,0,1,0,1,0,85.35,38.0,16929.640996936225,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1754,1,0.0,0,0,62.0,1,1,1,0,0,1,1,0,1,74.3,44.0,17566.440749776346,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,5507,0,0.0,0,0,28.0,1,1,1,0,1,0,0,0,1,59.9,36.0,20.50165090501787,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,6962,0,1.0,1,0,27.0,1,1,0,1,0,1,1,1,1,101.25,30.0,267.4192001566357,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2775,1,1.0,1,0,53.0,1,1,0,0,1,0,0,0,1,60.05,77.0,1097.916256756013,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1523,1,0.0,0,0,8.0,1,0,0,0,0,0,0,1,0,43.55,31.0,8722.830136992077,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,435,0,0.0,0,0,26.0,0,0,0,1,1,1,0,1,1,44.45,33.0,5761.948332969336,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1320,1,0.0,1,1,32.0,1,1,1,1,0,0,1,0,0,94.8,44.0,10735.014076794034,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,2655,0,0.0,0,1,4.0,1,0,1,0,0,1,0,1,0,89.6,33.0,11356.396827459072,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5360,1,0.0,1,1,5.0,1,1,0,1,0,0,0,1,1,84.5,30.0,10219.772733862346,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4838,0,0.0,1,0,67.0,1,0,1,1,1,1,1,0,1,109.7,31.0,494.5438186474844,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,6575,0,0.0,0,0,22.0,1,1,0,0,1,0,0,1,1,59.05,93.0,12345.120786982234,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,5792,0,1.0,0,0,15.0,1,1,0,1,1,0,1,1,1,96.3,28.0,5224.6606306115145,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,5816,0,0.0,0,0,3.0,1,0,0,0,0,0,0,1,0,44.6,44.0,9165.489419947357,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,4703,1,1.0,1,0,24.0,1,1,0,0,0,0,0,1,1,78.85,45.0,3714.585272708322,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,6822,1,1.0,1,0,32.0,1,0,0,0,0,0,1,1,1,80.3,37.0,8150.524103085431,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3108,0,0.0,0,1,43.0,1,1,1,0,1,1,1,0,1,106.0,90.0,2247.3966491725305,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,1896,1,0.0,0,0,38.0,1,1,1,1,1,0,0,1,0,69.95,45.0,4242.569786256569,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,2019,1,0.0,1,0,67.0,1,0,1,1,0,1,1,0,0,104.1,35.0,3310.90053203396,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,535,1,0.0,0,0,12.0,1,0,0,1,0,1,0,1,1,89.55,30.0,10318.24266739675,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1150,0,0.0,0,0,41.0,0,0,1,0,0,0,1,1,1,40.35,40.0,12426.276740049669,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
